incident_id,animal_category,incident_type,time_of_day,location_type,weather,has_bleeding,has_trapped,has_unconscious,near_highway,in_storm,response_time_min,distance_km,org_type,priority,rescue_success
310,dog,injured,afternoon,urban,fog,0,0,0,0,0,106,7.42,blue_cross,low,0
311,cat,other,evening,urban,storm,0,0,0,0,1,31,26.13,wildlife_center,low,1
312,bird,injured,afternoon,water_body,fog,0,0,0,0,0,81,4.02,veterinary,low,0
313,bird,trapped,night,highway,fog,0,1,0,1,0,51,27.54,wildlife_center,critical,0
314,dog,injured,morning,urban,storm,0,0,1,0,1,106,20.2,blue_cross,critical,0
315,other,aggressive,night,water_body,clear,0,0,0,0,0,86,27.06,wildlife_center,low,1
316,bird,injured,afternoon,rural,storm,0,0,0,0,1,111,32.67,veterinary,low,0
317,wildlife,trapped,morning,rural,clear,0,1,0,0,0,60,6.24,veterinary,critical,1
318,cat,injured,morning,rural,clear,0,0,1,0,0,71,26.1,blue_cross,medium,1
319,cat,endangered,morning,urban,storm,0,0,0,0,1,108,21.75,veterinary,critical,0
320,other,injured,night,water_body,storm,0,0,1,0,1,26,18.7,blue_cross,critical,0
321,other,injured,afternoon,highway,clear,0,0,1,1,0,36,2.78,blue_cross,critical,1
322,cat,trapped,morning,highway,fog,0,1,0,1,0,33,16.43,firefighter,critical,0
323,bird,endangered,morning,highway,storm,0,0,0,1,1,20,25.35,veterinary,critical,1
324,other,injured,night,urban,fog,1,0,1,0,0,44,16.7,firefighter,critical,1
325,cat,endangered,evening,highway,rain,0,0,0,1,0,64,18.73,firefighter,critical,0
326,cat,other,afternoon,rural,clear,0,0,0,0,0,57,1.68,blue_cross,low,1
327,dog,endangered,morning,water_body,storm,0,0,0,0,1,18,10.66,wildlife_center,critical,1
328,dog,trapped,evening,urban,clear,0,1,0,0,0,34,44.92,firefighter,medium,0
329,bird,aggressive,morning,highway,clear,0,0,0,1,0,69,7.11,firefighter,medium,1
330,other,injured,night,rural,rain,0,0,1,0,0,107,19.95,blue_cross,medium,1
331,bird,trapped,morning,rural,rain,0,1,0,0,0,104,38.62,veterinary,medium,1
332,cat,aggressive,night,forest,fog,0,0,0,0,0,20,27.03,wildlife_center,low,1
333,wildlife,endangered,morning,urban,rain,0,0,0,0,0,108,34.46,veterinary,medium,1
334,bird,trapped,morning,rural,storm,0,1,0,0,1,55,25.92,blue_cross,medium,1
335,cat,injured,night,water_body,rain,0,0,0,0,0,106,7.42,veterinary,low,1
336,cat,trapped,afternoon,water_body,storm,0,1,0,0,1,92,31.7,veterinary,medium,0
337,bird,injured,morning,urban,rain,1,0,0,0,0,21,5.05,blue_cross,medium,1
338,wildlife,injured,afternoon,highway,fog,1,0,0,1,0,8,19.45,firefighter,critical,1
339,cat,trapped,evening,forest,fog,0,1,0,0,0,118,7.86,wildlife_center,medium,0
340,wildlife,aggressive,night,urban,clear,0,0,0,0,0,40,19.46,firefighter,low,1
341,other,trapped,morning,water_body,storm,0,1,0,0,1,66,27.45,firefighter,medium,1
342,other,other,evening,water_body,storm,0,0,0,0,1,28,1.79,wildlife_center,low,1
343,bird,injured,night,highway,storm,1,0,1,1,1,25,5.46,wildlife_center,critical,1
344,dog,trapped,night,forest,rain,0,1,0,0,0,27,12.21,blue_cross,medium,1
345,bird,other,morning,forest,rain,0,0,0,0,0,77,47.44,firefighter,low,0
346,cat,aggressive,morning,urban,clear,0,0,0,0,0,34,30.28,veterinary,low,1
347,dog,endangered,afternoon,rural,storm,0,0,0,0,1,96,9.28,blue_cross,critical,1
348,cat,other,afternoon,urban,storm,0,0,0,0,1,14,18.99,firefighter,low,1
349,bird,endangered,evening,rural,rain,0,0,0,0,0,98,47.46,firefighter,medium,0
350,cat,other,evening,rural,rain,0,0,0,0,0,53,15.69,blue_cross,low,1
351,dog,other,night,highway,clear,0,0,0,1,0,28,30.32,wildlife_center,medium,1
352,dog,aggressive,afternoon,forest,clear,0,0,0,0,0,35,17.67,blue_cross,low,1
353,dog,endangered,night,urban,storm,0,0,0,0,1,31,12.85,veterinary,critical,1
354,dog,injured,morning,water_body,fog,1,0,1,0,0,118,20.99,firefighter,critical,0
355,wildlife,injured,night,highway,rain,0,0,0,1,0,113,2.15,veterinary,critical,0
356,dog,injured,evening,rural,fog,0,0,0,0,0,119,48.91,blue_cross,low,0
357,other,aggressive,morning,water_body,rain,0,0,0,0,0,82,44.54,wildlife_center,low,1
358,bird,trapped,afternoon,water_body,storm,0,1,0,0,1,89,14.44,wildlife_center,medium,1
359,wildlife,other,night,rural,clear,0,0,0,0,0,51,0.69,veterinary,low,1
360,other,aggressive,afternoon,urban,clear,0,0,0,0,0,31,8.96,blue_cross,low,0
361,wildlife,injured,evening,water_body,fog,1,0,0,0,0,16,32.27,firefighter,critical,1
362,wildlife,endangered,afternoon,water_body,clear,0,0,0,0,0,38,22.27,blue_cross,medium,1
363,bird,other,morning,rural,clear,0,0,0,0,0,15,33.57,firefighter,low,0
364,other,trapped,morning,water_body,fog,0,1,0,0,0,73,34.51,firefighter,medium,0
365,cat,aggressive,evening,urban,fog,0,0,0,0,0,120,42.77,veterinary,low,0
366,other,other,afternoon,urban,fog,0,0,0,0,0,27,47.48,wildlife_center,low,0
367,cat,trapped,morning,water_body,clear,0,1,0,0,0,92,22.05,wildlife_center,medium,0
368,bird,endangered,morning,urban,fog,0,0,0,0,0,76,20.17,blue_cross,medium,0
369,other,aggressive,morning,highway,fog,0,0,0,1,0,19,21.01,wildlife_center,medium,1
370,other,injured,morning,highway,clear,1,0,1,1,0,117,17.52,firefighter,critical,0
371,wildlife,other,night,urban,rain,0,0,0,0,0,40,20.45,firefighter,low,1
372,bird,trapped,morning,water_body,storm,0,1,0,0,1,119,18.94,blue_cross,medium,0
373,bird,endangered,evening,water_body,clear,0,0,0,0,0,116,11.78,blue_cross,medium,0
374,wildlife,endangered,evening,water_body,clear,0,0,0,0,0,29,22.36,firefighter,medium,1
375,other,endangered,morning,highway,rain,0,0,0,1,0,13,15.9,firefighter,critical,1
376,other,other,morning,rural,rain,0,0,0,0,0,117,41.73,veterinary,low,1
377,wildlife,injured,evening,rural,storm,0,0,0,0,1,55,31.95,veterinary,medium,0
378,cat,endangered,night,highway,fog,0,0,0,1,0,27,48.05,firefighter,critical,1
379,bird,endangered,afternoon,forest,clear,0,0,0,0,0,41,1.86,veterinary,medium,1
380,other,trapped,afternoon,rural,rain,0,1,0,0,0,39,32.75,veterinary,medium,0
381,dog,aggressive,afternoon,rural,clear,0,0,0,0,0,33,12.99,blue_cross,low,1
382,bird,aggressive,night,forest,fog,0,0,0,0,0,37,11.3,blue_cross,low,1
383,other,aggressive,morning,urban,storm,0,0,0,0,1,76,32.54,blue_cross,low,1
384,dog,aggressive,morning,forest,storm,0,0,0,0,1,86,16.59,blue_cross,low,1
385,bird,trapped,afternoon,highway,rain,0,1,0,1,0,120,3.31,firefighter,critical,0
386,cat,injured,night,forest,storm,1,0,0,0,1,99,2.25,wildlife_center,critical,0
387,cat,other,night,forest,storm,0,0,0,0,1,113,8.91,wildlife_center,medium,1
388,wildlife,trapped,evening,highway,rain,0,1,0,1,0,92,45.03,veterinary,critical,0
389,cat,endangered,night,forest,storm,0,0,0,0,1,38,29.49,firefighter,critical,0
390,wildlife,injured,morning,water_body,rain,1,0,1,0,0,53,26.73,firefighter,critical,1
391,cat,trapped,afternoon,forest,fog,0,1,0,0,0,77,44.7,firefighter,medium,1
392,cat,injured,night,forest,rain,0,0,0,0,0,62,14.04,wildlife_center,low,1
393,cat,aggressive,morning,rural,fog,0,0,0,0,0,86,21.76,firefighter,low,0
394,wildlife,injured,morning,highway,rain,1,0,1,1,0,119,16.45,wildlife_center,critical,1
395,dog,trapped,afternoon,forest,storm,0,1,0,0,1,21,5.58,blue_cross,medium,1
396,dog,endangered,evening,water_body,storm,0,0,0,0,1,60,44.45,wildlife_center,critical,0
397,wildlife,endangered,afternoon,rural,fog,0,0,0,0,0,7,11.81,wildlife_center,medium,1
398,dog,other,afternoon,urban,storm,0,0,0,0,1,96,32.7,veterinary,low,0
399,bird,other,morning,highway,clear,0,0,0,1,0,89,5.85,veterinary,medium,1
400,dog,aggressive,night,water_body,clear,0,0,0,0,0,75,13.01,wildlife_center,low,1
401,dog,endangered,night,urban,storm,0,0,0,0,1,84,30.48,wildlife_center,critical,0
402,dog,other,morning,forest,clear,0,0,0,0,0,105,5.76,wildlife_center,low,0
403,bird,other,afternoon,forest,fog,0,0,0,0,0,42,8.44,firefighter,low,0
404,wildlife,endangered,afternoon,urban,clear,0,0,0,0,0,90,4.91,veterinary,medium,0
405,wildlife,trapped,morning,highway,clear,0,1,0,1,0,97,36.32,blue_cross,critical,0
406,wildlife,endangered,evening,water_body,clear,0,0,0,0,0,17,40.75,veterinary,medium,0
407,bird,endangered,night,urban,clear,0,0,0,0,0,113,38.03,veterinary,medium,1
408,cat,trapped,evening,forest,fog,0,1,0,0,0,84,13.78,veterinary,medium,1
409,bird,trapped,morning,water_body,fog,0,1,0,0,0,63,13.96,firefighter,medium,0
410,wildlife,aggressive,afternoon,urban,rain,0,0,0,0,0,94,36.46,wildlife_center,low,1
411,other,aggressive,night,rural,fog,0,0,0,0,0,104,18.25,veterinary,low,0
412,cat,aggressive,night,urban,fog,0,0,0,0,0,61,2.78,blue_cross,low,0
413,dog,other,afternoon,forest,clear,0,0,0,0,0,60,33.25,wildlife_center,low,1
414,wildlife,trapped,morning,urban,rain,0,1,0,0,0,69,42.52,firefighter,critical,0
415,dog,aggressive,evening,rural,storm,0,0,0,0,1,40,2.99,wildlife_center,low,1
416,wildlife,aggressive,afternoon,urban,fog,0,0,0,0,0,61,40.16,firefighter,low,1
417,wildlife,aggressive,evening,urban,fog,0,0,0,0,0,100,32.84,veterinary,low,0
418,dog,other,morning,urban,storm,0,0,0,0,1,118,25.66,wildlife_center,low,0
419,wildlife,endangered,evening,urban,rain,0,0,0,0,0,113,23.0,firefighter,medium,0
420,bird,aggressive,morning,urban,rain,0,0,0,0,0,5,17.4,blue_cross,low,1
421,bird,injured,morning,rural,fog,0,0,1,0,0,97,20.76,blue_cross,medium,0
422,cat,injured,night,rural,fog,1,0,0,0,0,48,5.83,firefighter,medium,1
423,other,injured,night,water_body,rain,1,0,0,0,0,99,2.9,firefighter,medium,0
424,wildlife,other,afternoon,highway,rain,0,0,0,1,0,98,40.85,veterinary,medium,0
425,other,other,evening,highway,fog,0,0,0,1,0,58,48.99,wildlife_center,medium,1
426,bird,endangered,night,rural,rain,0,0,0,0,0,57,30.32,blue_cross,medium,0
427,other,endangered,afternoon,rural,rain,0,0,0,0,0,84,35.86,blue_cross,medium,0
428,cat,trapped,evening,urban,storm,0,1,0,0,1,76,24.28,firefighter,medium,0
429,other,endangered,night,urban,clear,0,0,0,0,0,8,19.35,veterinary,medium,1
430,cat,endangered,afternoon,forest,storm,0,0,0,0,1,23,42.05,blue_cross,critical,1
431,other,injured,evening,water_body,clear,1,0,0,0,0,76,43.31,firefighter,medium,1
432,bird,injured,night,water_body,fog,1,0,1,0,0,45,48.31,veterinary,critical,1
433,bird,trapped,night,rural,storm,0,1,0,0,1,101,29.63,wildlife_center,medium,0
434,cat,endangered,night,rural,clear,0,0,0,0,0,28,48.14,veterinary,medium,1
435,wildlife,endangered,evening,rural,rain,0,0,0,0,0,79,42.38,veterinary,medium,1
436,cat,injured,afternoon,forest,clear,1,0,0,0,0,112,33.26,firefighter,medium,0
437,other,endangered,morning,forest,rain,0,0,0,0,0,28,26.27,wildlife_center,medium,1
438,other,aggressive,morning,forest,rain,0,0,0,0,0,118,11.06,blue_cross,low,1
439,bird,trapped,night,highway,clear,0,1,0,1,0,19,33.61,firefighter,critical,1
440,other,other,afternoon,urban,storm,0,0,0,0,1,53,45.84,veterinary,low,1
441,other,endangered,morning,highway,storm,0,0,0,1,1,70,40.24,firefighter,critical,0
442,bird,trapped,evening,highway,clear,0,1,0,1,0,17,8.79,veterinary,critical,1
443,cat,trapped,night,urban,rain,0,1,0,0,0,73,41.52,firefighter,medium,0
444,dog,trapped,morning,water_body,storm,0,1,0,0,1,9,4.83,veterinary,medium,1
445,bird,other,morning,highway,rain,0,0,0,1,0,38,20.68,firefighter,medium,1
446,wildlife,endangered,morning,water_body,clear,0,0,0,0,0,73,0.79,veterinary,medium,0
447,other,injured,morning,forest,clear,0,0,0,0,0,82,4.78,firefighter,low,1
448,dog,aggressive,afternoon,highway,rain,0,0,0,1,0,22,37.46,blue_cross,medium,0
449,cat,endangered,evening,urban,rain,0,0,0,0,0,20,2.57,firefighter,medium,1
450,dog,endangered,afternoon,forest,rain,0,0,0,0,0,57,45.33,wildlife_center,medium,1
451,cat,other,evening,rural,clear,0,0,0,0,0,28,33.71,veterinary,low,0
452,other,aggressive,morning,forest,clear,0,0,0,0,0,37,5.36,firefighter,low,0
453,bird,trapped,afternoon,urban,storm,0,1,0,0,1,84,3.96,wildlife_center,medium,1
454,wildlife,endangered,evening,highway,rain,0,0,0,1,0,77,28.56,blue_cross,critical,0
455,cat,injured,evening,rural,rain,1,0,0,0,0,40,42.09,wildlife_center,medium,0
456,bird,aggressive,night,water_body,storm,0,0,0,0,1,104,15.62,veterinary,low,1
457,other,injured,evening,rural,rain,0,0,1,0,0,14,36.51,veterinary,medium,0
458,dog,other,night,highway,rain,0,0,0,1,0,9,27.8,firefighter,medium,1
459,cat,endangered,night,rural,storm,0,0,0,0,1,22,23.5,veterinary,critical,1
460,other,injured,afternoon,highway,rain,1,0,0,1,0,25,9.37,wildlife_center,critical,1
461,wildlife,endangered,morning,rural,fog,0,0,0,0,0,34,3.61,blue_cross,medium,1
462,cat,other,evening,water_body,fog,0,0,0,0,0,63,44.14,veterinary,low,0
463,bird,injured,evening,forest,rain,0,0,0,0,0,80,32.84,veterinary,low,0
464,wildlife,trapped,night,forest,storm,0,1,0,0,1,67,39.74,veterinary,critical,0
465,cat,aggressive,afternoon,rural,clear,0,0,0,0,0,70,32.35,wildlife_center,low,1
466,cat,endangered,morning,rural,fog,0,0,0,0,0,108,16.85,veterinary,medium,1
467,wildlife,aggressive,afternoon,highway,rain,0,0,0,1,0,87,41.75,veterinary,medium,1
468,cat,other,afternoon,rural,clear,0,0,0,0,0,119,28.83,veterinary,low,1
469,cat,other,night,highway,clear,0,0,0,1,0,117,36.12,blue_cross,medium,0
470,cat,aggressive,night,water_body,rain,0,0,0,0,0,33,41.6,wildlife_center,low,0
471,cat,other,evening,rural,storm,0,0,0,0,1,63,30.03,veterinary,low,1
472,wildlife,trapped,morning,urban,rain,0,1,0,0,0,71,43.05,firefighter,critical,0
473,other,injured,afternoon,water_body,clear,1,0,0,0,0,101,6.32,firefighter,medium,0
474,other,other,morning,water_body,fog,0,0,0,0,0,52,43.8,firefighter,low,1
475,wildlife,aggressive,evening,highway,clear,0,0,0,1,0,59,7.13,firefighter,medium,1
476,dog,endangered,night,forest,rain,0,0,0,0,0,5,35.6,veterinary,medium,1
477,dog,other,morning,water_body,rain,0,0,0,0,0,93,40.31,firefighter,low,0
478,cat,aggressive,evening,forest,fog,0,0,0,0,0,77,18.6,blue_cross,low,0
479,wildlife,trapped,night,highway,fog,0,1,0,1,0,27,18.83,firefighter,critical,1
480,bird,other,evening,water_body,rain,0,0,0,0,0,114,43.26,veterinary,low,0
481,wildlife,trapped,morning,rural,fog,0,1,0,0,0,105,17.25,veterinary,critical,1
482,dog,injured,afternoon,water_body,fog,0,0,0,0,0,52,4.46,veterinary,low,1
483,wildlife,other,evening,highway,clear,0,0,0,1,0,104,41.1,firefighter,medium,0
484,cat,other,evening,rural,clear,0,0,0,0,0,105,30.18,wildlife_center,low,0
485,dog,endangered,afternoon,urban,rain,0,0,0,0,0,16,49.84,firefighter,medium,1
486,wildlife,aggressive,afternoon,highway,clear,0,0,0,1,0,99,35.33,veterinary,medium,0
487,other,other,evening,forest,storm,0,0,0,0,1,33,30.51,wildlife_center,low,1
488,wildlife,other,morning,forest,rain,0,0,0,0,0,57,25.56,veterinary,low,1
489,bird,injured,evening,highway,storm,1,0,1,1,1,77,24.44,wildlife_center,critical,0
490,wildlife,aggressive,morning,water_body,clear,0,0,0,0,0,38,3.84,wildlife_center,low,1
491,cat,endangered,night,forest,clear,0,0,0,0,0,94,41.69,wildlife_center,medium,0
492,wildlife,endangered,morning,highway,rain,0,0,0,1,0,65,16.04,wildlife_center,critical,0
493,bird,trapped,afternoon,water_body,rain,0,1,0,0,0,35,36.9,blue_cross,medium,1
494,cat,trapped,evening,rural,clear,0,1,0,0,0,20,46.05,firefighter,medium,1
495,other,injured,night,forest,storm,1,0,1,0,1,119,28.94,blue_cross,critical,0
496,other,endangered,night,rural,rain,0,0,0,0,0,11,26.52,firefighter,medium,1
497,other,injured,evening,water_body,rain,1,0,0,0,0,71,23.27,veterinary,medium,1
498,cat,aggressive,morning,forest,storm,0,0,0,0,1,83,43.16,wildlife_center,low,0
499,cat,endangered,night,highway,storm,0,0,0,1,1,51,9.6,firefighter,critical,1
500,bird,endangered,night,forest,fog,0,0,0,0,0,28,28.78,wildlife_center,medium,1
501,bird,trapped,night,water_body,rain,0,1,0,0,0,23,40.1,wildlife_center,medium,1
502,dog,trapped,night,water_body,rain,0,1,0,0,0,119,42.54,blue_cross,medium,0
503,bird,endangered,morning,water_body,clear,0,0,0,0,0,93,8.59,wildlife_center,medium,0
504,wildlife,injured,night,forest,storm,0,0,0,0,1,108,13.26,veterinary,critical,0
505,bird,other,afternoon,highway,rain,0,0,0,1,0,104,14.59,blue_cross,medium,0
506,wildlife,aggressive,morning,water_body,storm,0,0,0,0,1,64,31.77,wildlife_center,low,0
507,bird,aggressive,night,urban,clear,0,0,0,0,0,25,17.51,blue_cross,low,1
508,bird,endangered,night,forest,fog,0,0,0,0,0,104,43.21,blue_cross,medium,0
509,other,aggressive,night,rural,rain,0,0,0,0,0,114,1.64,wildlife_center,low,0
510,dog,trapped,afternoon,water_body,clear,0,1,0,0,0,17,3.66,firefighter,medium,1
511,dog,aggressive,morning,urban,storm,0,0,0,0,1,84,8.19,firefighter,low,1
512,cat,endangered,night,rural,rain,0,0,0,0,0,72,42.01,veterinary,medium,1
513,bird,endangered,night,water_body,storm,0,0,0,0,1,75,22.52,wildlife_center,critical,0
514,wildlife,other,night,highway,storm,0,0,0,1,1,49,24.34,wildlife_center,critical,0
515,wildlife,endangered,evening,water_body,storm,0,0,0,0,1,24,15.53,veterinary,critical,1
516,cat,endangered,evening,water_body,clear,0,0,0,0,0,93,46.14,firefighter,medium,0
517,wildlife,endangered,afternoon,urban,storm,0,0,0,0,1,29,20.88,firefighter,critical,1
518,cat,aggressive,night,rural,storm,0,0,0,0,1,15,21.4,wildlife_center,low,1
519,other,endangered,evening,highway,storm,0,0,0,1,1,57,9.81,veterinary,critical,1
520,bird,injured,night,highway,fog,0,0,0,1,0,29,16.37,wildlife_center,medium,1
521,other,injured,afternoon,urban,storm,0,0,1,0,1,98,0.91,veterinary,critical,0
522,wildlife,trapped,evening,water_body,storm,0,1,0,0,1,105,40.07,blue_cross,critical,0
523,dog,endangered,morning,rural,clear,0,0,0,0,0,39,38.89,veterinary,medium,1
524,cat,trapped,evening,water_body,clear,0,1,0,0,0,20,48.74,wildlife_center,medium,1
525,wildlife,trapped,morning,rural,fog,0,1,0,0,0,99,38.66,wildlife_center,critical,0
526,bird,endangered,afternoon,urban,clear,0,0,0,0,0,37,24.32,blue_cross,medium,1
527,dog,trapped,morning,rural,fog,0,1,0,0,0,46,1.25,blue_cross,medium,1
528,wildlife,trapped,morning,urban,fog,0,1,0,0,0,93,30.01,blue_cross,critical,0
529,cat,trapped,night,urban,storm,0,1,0,0,1,102,31.44,veterinary,medium,0
530,cat,other,morning,rural,fog,0,0,0,0,0,34,16.18,blue_cross,low,1
531,wildlife,trapped,morning,water_body,storm,0,1,0,0,1,97,7.17,veterinary,critical,0
532,wildlife,other,evening,highway,fog,0,0,0,1,0,29,28.55,blue_cross,medium,1
533,wildlife,endangered,afternoon,urban,rain,0,0,0,0,0,62,15.14,blue_cross,medium,1
534,wildlife,injured,night,rural,clear,1,0,0,0,0,84,12.32,veterinary,critical,0
535,other,aggressive,afternoon,highway,fog,0,0,0,1,0,103,27.8,blue_cross,medium,1
536,bird,injured,morning,highway,clear,0,0,1,1,0,27,43.74,wildlife_center,critical,1
537,cat,injured,morning,highway,fog,1,0,0,1,0,94,29.72,veterinary,critical,0
538,other,injured,morning,rural,fog,1,0,1,0,0,64,40.15,veterinary,critical,0
539,wildlife,endangered,morning,highway,storm,0,0,0,1,1,72,2.51,veterinary,critical,0
540,dog,trapped,morning,urban,rain,0,1,0,0,0,73,19.57,wildlife_center,medium,1
541,cat,other,afternoon,highway,fog,0,0,0,1,0,100,5.72,blue_cross,medium,0
542,wildlife,injured,afternoon,rural,fog,1,0,0,0,0,73,49.92,firefighter,critical,0
543,bird,other,evening,forest,fog,0,0,0,0,0,102,31.85,blue_cross,low,0
544,other,other,afternoon,water_body,storm,0,0,0,0,1,51,48.1,firefighter,low,0
545,dog,injured,evening,highway,clear,1,0,1,1,0,43,0.83,wildlife_center,critical,1
546,bird,injured,evening,highway,rain,0,0,0,1,0,24,7.35,blue_cross,medium,0
547,cat,trapped,evening,forest,clear,0,1,0,0,0,78,20.29,wildlife_center,medium,0
548,bird,aggressive,afternoon,water_body,clear,0,0,0,0,0,81,32.29,veterinary,low,0
549,other,aggressive,morning,urban,storm,0,0,0,0,1,49,44.05,firefighter,low,1
550,dog,trapped,morning,water_body,clear,0,1,0,0,0,44,26.46,blue_cross,medium,1
551,cat,endangered,afternoon,rural,clear,0,0,0,0,0,91,36.71,firefighter,medium,0
552,other,other,morning,rural,fog,0,0,0,0,0,42,39.43,wildlife_center,low,1
553,dog,aggressive,morning,highway,fog,0,0,0,1,0,38,4.71,firefighter,medium,1
554,cat,trapped,night,highway,rain,0,1,0,1,0,67,20.07,wildlife_center,critical,0
555,other,trapped,afternoon,urban,storm,0,1,0,0,1,104,21.79,veterinary,medium,1
556,wildlife,aggressive,evening,forest,rain,0,0,0,0,0,46,17.55,veterinary,low,1
557,cat,endangered,night,highway,rain,0,0,0,1,0,61,2.72,wildlife_center,critical,1
558,bird,trapped,morning,urban,clear,0,1,0,0,0,36,47.47,wildlife_center,medium,0
559,bird,injured,evening,urban,storm,1,0,0,0,1,31,37.13,wildlife_center,critical,1
560,other,endangered,night,highway,rain,0,0,0,1,0,93,35.09,veterinary,critical,0
561,other,injured,evening,rural,clear,0,0,1,0,0,84,13.93,firefighter,medium,0
562,dog,injured,night,forest,storm,1,0,0,0,1,116,44.23,firefighter,critical,0
563,wildlife,other,morning,forest,fog,0,0,0,0,0,115,30.06,veterinary,low,1
564,other,aggressive,morning,urban,rain,0,0,0,0,0,72,15.59,firefighter,low,1
565,cat,injured,evening,forest,storm,1,0,0,0,1,69,14.16,veterinary,critical,0
566,wildlife,injured,evening,rural,rain,0,0,0,0,0,22,4.85,firefighter,medium,1
567,other,trapped,night,rural,rain,0,1,0,0,0,59,48.54,blue_cross,medium,1
568,cat,trapped,afternoon,highway,rain,0,1,0,1,0,115,7.34,wildlife_center,critical,0
569,cat,other,afternoon,forest,clear,0,0,0,0,0,76,26.88,veterinary,low,1
570,cat,injured,evening,water_body,fog,0,0,1,0,0,110,44.76,blue_cross,medium,0
571,cat,injured,afternoon,rural,clear,1,0,0,0,0,39,30.48,wildlife_center,medium,1
572,cat,injured,evening,urban,fog,0,0,1,0,0,65,35.74,blue_cross,medium,1
573,wildlife,aggressive,night,rural,rain,0,0,0,0,0,29,11.7,firefighter,low,1
574,dog,endangered,night,rural,rain,0,0,0,0,0,101,10.63,wildlife_center,medium,0
575,wildlife,other,night,forest,fog,0,0,0,0,0,118,12.72,firefighter,low,0
576,other,aggressive,evening,water_body,clear,0,0,0,0,0,71,5.91,firefighter,low,0
577,dog,trapped,night,urban,fog,0,1,0,0,0,71,38.38,veterinary,medium,1
578,wildlife,aggressive,evening,forest,fog,0,0,0,0,0,26,21.41,veterinary,low,1
579,cat,aggressive,night,urban,clear,0,0,0,0,0,28,39.05,wildlife_center,low,1
580,bird,aggressive,morning,rural,fog,0,0,0,0,0,80,44.88,wildlife_center,low,0
581,dog,endangered,evening,rural,clear,0,0,0,0,0,16,6.15,firefighter,medium,1
582,dog,other,night,highway,rain,0,0,0,1,0,53,27.74,veterinary,medium,1
583,bird,other,afternoon,rural,rain,0,0,0,0,0,27,38.57,veterinary,low,1
584,bird,aggressive,evening,rural,clear,0,0,0,0,0,120,7.01,wildlife_center,low,1
585,bird,injured,night,water_body,fog,1,0,0,0,0,117,24.93,wildlife_center,medium,0
586,wildlife,aggressive,night,water_body,clear,0,0,0,0,0,81,30.21,wildlife_center,low,0
587,bird,other,afternoon,urban,rain,0,0,0,0,0,23,3.23,blue_cross,low,1
588,dog,other,evening,forest,clear,0,0,0,0,0,11,5.89,wildlife_center,low,1
589,bird,other,afternoon,water_body,storm,0,0,0,0,1,9,5.11,blue_cross,low,1
590,wildlife,injured,night,highway,clear,0,0,0,1,0,93,43.04,blue_cross,critical,0
591,other,trapped,afternoon,highway,clear,0,1,0,1,0,18,28.78,veterinary,critical,1
592,other,endangered,night,highway,storm,0,0,0,1,1,38,26.51,blue_cross,critical,0
593,other,other,night,highway,fog,0,0,0,1,0,68,40.5,wildlife_center,medium,0
594,cat,injured,morning,urban,fog,1,0,0,0,0,113,10.76,firefighter,medium,1
595,bird,endangered,afternoon,urban,rain,0,0,0,0,0,93,14.44,veterinary,medium,1
596,other,other,evening,urban,clear,0,0,0,0,0,92,17.0,firefighter,low,0
597,other,injured,afternoon,rural,storm,1,0,1,0,1,66,45.85,veterinary,critical,0
598,wildlife,trapped,night,highway,storm,0,1,0,1,1,64,39.31,firefighter,critical,0
599,dog,other,evening,highway,storm,0,0,0,1,1,76,27.03,wildlife_center,medium,0
600,bird,endangered,morning,rural,storm,0,0,0,0,1,112,2.04,firefighter,critical,0
601,cat,other,night,rural,clear,0,0,0,0,0,115,39.23,blue_cross,low,0
602,bird,injured,evening,water_body,clear,1,0,0,0,0,62,41.56,blue_cross,medium,1
603,bird,trapped,morning,forest,clear,0,1,0,0,0,104,10.5,veterinary,medium,1
604,dog,aggressive,afternoon,rural,storm,0,0,0,0,1,66,36.76,blue_cross,low,0
605,cat,injured,afternoon,rural,clear,1,0,1,0,0,71,6.23,blue_cross,critical,0
606,other,injured,evening,water_body,clear,0,0,1,0,0,100,15.97,blue_cross,medium,0
607,cat,endangered,afternoon,rural,storm,0,0,0,0,1,40,26.85,firefighter,critical,1
608,bird,trapped,afternoon,forest,clear,0,1,0,0,0,6,47.94,veterinary,medium,1
609,bird,other,evening,forest,rain,0,0,0,0,0,95,40.3,wildlife_center,low,1
610,bird,other,evening,highway,fog,0,0,0,1,0,11,6.94,firefighter,medium,1
611,dog,injured,night,urban,clear,1,0,0,0,0,81,44.62,firefighter,medium,0
612,bird,endangered,afternoon,highway,clear,0,0,0,1,0,101,38.34,wildlife_center,critical,1
613,wildlife,injured,night,forest,fog,1,0,1,0,0,23,43.12,blue_cross,critical,0
614,wildlife,trapped,evening,forest,fog,0,1,0,0,0,67,2.0,firefighter,critical,1
615,wildlife,aggressive,afternoon,forest,storm,0,0,0,0,1,82,28.95,veterinary,low,1
616,dog,endangered,morning,forest,fog,0,0,0,0,0,56,29.73,wildlife_center,medium,1
617,other,trapped,night,water_body,clear,0,1,0,0,0,48,10.81,firefighter,medium,0
618,wildlife,other,evening,highway,rain,0,0,0,1,0,27,33.3,veterinary,medium,0
619,other,aggressive,morning,highway,fog,0,0,0,1,0,46,27.98,firefighter,medium,1
620,wildlife,injured,morning,highway,fog,0,0,0,1,0,12,4.98,wildlife_center,critical,1
